Solver command line: []

Read LP format model from file /tmp/tmpz8ylgio9.pyomo.lp
Reading time = 1.69 seconds
x1: 622010 rows, 578233 columns, 1715113 nonzeros
Gurobi Optimizer version 12.0.1 build v12.0.1rc0 (linux64 - "Linux Mint 21.3")

CPU model: AMD Ryzen 5 3500U with Radeon Vega Mobile Gfx, instruction set [SSE2|AVX|AVX2]
Thread count: 4 physical cores, 8 logical processors, using up to 8 threads

Academic license 2635158 - for non-commercial use only - registered to di___@gmail.com
Optimize a model with 622010 rows, 578233 columns and 1715113 nonzeros
Model fingerprint: 0xe6dbea5d
Coefficient statistics:
  Matrix range     [1e-06, 2e+01]
  Objective range  [9e-03, 7e+05]
  Bounds range     [2e-01, 1e+08]
  RHS range        [1e-02, 4e+06]
Presolve removed 289127 rows and 315404 columns
Presolve time: 1.88s
Presolved: 332883 rows, 262829 columns, 1106599 nonzeros

Concurrent LP optimizer: dual simplex and barrier
Showing barrier log only...

Ordering time: 0.78s

Barrier statistics:
 Dense cols : 29
 AA' NZ     : 1.054e+06
 Factor NZ  : 5.502e+06 (roughly 300 MB of memory)
 Factor Ops : 1.338e+08 (less than 1 second per iteration)
 Threads    : 3

                  Objective                Residual
Iter       Primal          Dual         Primal    Dual     Compl     Time
   0   1.82531579e+16 -2.27434485e+17  1.68e+14 1.77e+02  4.44e+14     3s
   1   1.72356637e+16 -3.56086251e+17  1.41e+14 4.16e+04  3.51e+14     4s
   2   1.56109042e+16 -5.40806869e+17  1.11e+14 1.62e+04  1.96e+14     4s
   3   1.24326456e+16 -3.62097070e+17  6.88e+13 5.36e+03  9.73e+13     5s
   4   1.20617023e+16 -2.73056466e+17  3.18e+13 2.15e+03  4.47e+13     5s
   5   1.17326589e+16 -2.30969988e+17  1.80e+13 1.22e+03  2.55e+13     5s
   6   1.14119312e+16 -1.96502466e+17  9.17e+12 5.65e+02  1.29e+13     6s
   7   1.10529677e+16 -1.54423874e+17  2.42e+12 1.28e+02  3.44e+12     6s
   8   1.04154230e+16 -8.05299461e+16  7.16e+11 1.09e+01  7.32e+11     7s
   9   5.29098300e+15 -2.56719848e+16  1.29e+11 1.08e+00  1.35e+11     7s
  10   4.87848379e+15 -1.86793405e+16  1.15e+11 7.21e-01  1.10e+11     7s
  11   4.24012285e+15 -6.62101258e+15  9.52e+10 1.82e-01  7.29e+10     8s
  12   2.12002646e+15 -1.12442898e+15  3.14e+10 6.78e-02  2.30e+10     8s
  13   7.71020502e+14 -1.18936045e+14  9.77e+09 3.73e-02  6.93e+09     8s
  14   1.66117021e+14 -2.37182383e+13  6.18e+08 9.43e-02  6.77e+08     9s
  15   4.80701349e+13 -5.95158312e+12  1.06e+08 2.50e-02  1.44e+08     9s
  16   1.59294971e+13 -1.48746087e+12  2.85e+07 2.22e-02  3.82e+07    10s
  17   5.49282663e+12 -5.19054216e+11  6.02e+06 3.52e-02  9.17e+06    10s
  18   4.44094036e+12 -1.01640899e+11  4.62e+06 3.02e-02  6.32e+06    10s
  19   2.75455937e+12 -5.72727472e+10  2.51e+06 1.80e-02  3.44e+06    10s
  20   5.61229529e+11 -3.98981935e+10  4.17e+05 2.05e-02  6.62e+05    11s
  21   5.92536753e+12 -2.13443430e+10  1.59e+05 1.03e-02  6.42e+06    11s
  22   5.08125198e+12 -1.25495758e+10  6.95e+04 7.52e-03  9.24e+05    11s
  23   3.76549459e+12 -2.73105192e+09  2.40e+03 5.29e-03  5.68e+04    12s
  24   2.56011084e+12 -7.83093814e+08  1.24e+02 4.73e-03  1.14e+04    12s
  25   1.48975582e+12 -1.02500828e+08  1.19e+01 4.75e-03  2.22e+03    12s
  26   5.08779095e+11 -4.18386465e+07  1.01e-03 4.75e-03  6.83e+02    13s
  27   2.65102060e+11 -2.95157467e+07  8.10e-04 4.74e-03  3.28e+02    13s
  28   9.50569159e+11 -1.40214722e+07  7.44e-04 4.63e-03  3.57e+05    14s
  29   7.54795442e+11 -4.85911472e+06  5.20e-04 4.55e-03  4.01e+05    14s
  30   7.28855255e+11 -1.47830168e+07  5.03e-04 4.44e-03  4.03e+05    14s
  31   6.11691840e+11 -3.13878866e+07  4.24e-04 4.42e-03  3.16e+05    15s
  32   5.29779288e+11 -1.59637804e+08  3.63e-04 4.27e-03  2.77e+05    15s
  33   3.72402353e+11 -3.85453702e+08  1.85e-04 3.10e-03  1.54e+05    15s
  34   2.74753541e+11 -1.94077757e+08  2.88e-05 1.93e-03  2.95e+04    16s
  35   2.56775684e+11 -3.13738522e+07  5.32e-06 1.93e-03  5.60e+03    16s
  36   2.53918457e+11 -2.44069646e+07  2.71e-06 1.93e-03  2.96e+03    17s
  37   2.53085143e+11 -8.55494444e+06  2.13e-06 1.93e-03  2.40e+03    17s
  38   2.50266415e+11 -6.67368275e+06  5.47e-07 1.93e-03  6.54e+02    17s
  92   2.09617492e+11  2.03707318e+07  6.44e-08 1.93e-03  1.57e-07    40s
  93   2.09615841e+11  2.03707295e+07  6.43e-08 1.76e-03  3.57e-04    40s
  94   2.08503291e+11  2.03707284e+07  3.28e-08 1.23e-03  8.20e-02    41s
  95   2.07927470e+11  2.03707273e+07  2.30e-08 9.73e-04  5.91e-02    41s
  96   2.06814775e+11  2.03707257e+07  3.27e-08 5.79e-04  8.18e-02    41s
  97   2.05727297e+11  2.03707250e+07  1.68e-08 2.89e-04  5.91e-02    42s
  98   2.05698674e+11  2.03707249e+07  2.87e-08 2.88e-04  6.05e-02    42s
  99   2.05678222e+11  2.03707249e+07  3.47e-08 2.86e-04  5.99e-02    42s
 100   2.05656315e+11  2.03707247e+07  4.48e-08 2.84e-04  5.95e-02    43s
 101   2.05614723e+11  2.03707244e+07  8.84e-08 2.81e-04  5.84e-02    43s
 102   2.05584996e+11  2.03707241e+07  1.63e-07 2.79e-04  5.76e-02    44s
 103   2.05545730e+11  2.03707235e+07  2.50e-07 2.75e-04  5.66e-02    44s
 104   2.05393420e+11  2.03707213e+07  6.11e-07 2.63e-04  5.27e-02    45s
 105   2.04986872e+11  2.03707165e+07  1.44e-06 2.33e-04  4.29e-02    45s
 106   2.02763673e+11  2.03707072e+07  1.31e-06 3.42e-10  7.27e-04    46s
 107   2.00540503e+11  2.03707347e+07  1.57e-06 4.29e-10  2.47e-05    46s
 108   1.99337202e+11  2.03707383e+07  9.49e-07 6.00e-10  1.19e-05    47s
 109   1.98426793e+11  2.03707411e+07  6.46e-07 2.18e-09  4.84e-06    47s
 110   1.96990969e+11  2.03707416e+07  2.62e-07 1.89e-09  1.67e-06    47s
 111   1.95258507e+11  2.03707419e+07  7.08e-08 3.40e-09  3.90e-07    48s
 112   1.93456816e+11  2.03707419e+07  1.64e-08 2.50e-09  8.84e-08    48s
 113   1.91563488e+11  2.03707419e+07  3.59e-09 3.04e-09  1.12e-08    48s
 114   1.89340320e+11  2.03707419e+07  2.89e-10 6.06e-09  3.00e-11    49s
 115   1.87117210e+11  2.03707419e+07  1.05e-08 2.65e-09  6.20e-16    49s
 116   1.84894053e+11  2.03707419e+07  3.92e-08 2.04e-10  2.30e-20    49s

Barrier solved model in 116 iterations and 49.29 seconds (19.58 work units)
Optimal objective 1.84894053e+11

Waiting for other threads to finish...         114s

Solved with dual simplex
Iteration    Objective       Primal Inf.    Dual Inf.      Time
  176699    2.0370747e+07   0.000000e+00   0.000000e+00    143s

Solved in 176699 iterations and 142.68 seconds (157.84 work units)
Optimal objective  2.037074749e+07

