from;r120670124124-biomass_gas;r120670124124-biomass_gas-bpchp_heat_high;r120670124124-biomass_gas-bpchp_heat_high;r120670124124-biomass_gas;r120670124124-biomass_gas-bpchp_heat_low_central;r120670124124-biomass_gas-bpchp_heat_low_central;r120670124124-biomass_gas;r120670124124-biomass_gas-bpchp_heat_low_decentral;r120670124124-biomass_gas-bpchp_heat_low_decentral;r120670124124-biomass_solid;r120670124124-biomass_solid-bpchp_heat_high;r120670124124-biomass_solid-bpchp_heat_high;r120670124124-biomass_solid;r120670124124-biomass_solid-bpchp_heat_low_central;r120670124124-biomass_solid-bpchp_heat_low_central;r120670124124-biomass_solid;r120670124124-biomass_solid-bpchp_heat_low_decentral;r120670124124-biomass_solid-bpchp_heat_low_decentral;r120670124124-h2;r120670124124-h2-bpchp_heat_high;r120670124124-h2-bpchp_heat_high;r120670124124-residual_waste;r120670124124-residual_waste-bpchp_heat_high;r120670124124-residual_waste-bpchp_heat_high;r120670124124-residual_waste;r120670124124-residual_waste-bpchp_heat_low_central;r120670124124-residual_waste-bpchp_heat_low_central
2019-01-01 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2708907876179372;0.17792471026651122;1.2387372506912033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 09:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0223684468922276;0.14313158256491187;0.9965025251858544;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 10:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7720066732313331;0.10808093425238664;0.7524749043985803;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 11:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5836034726671601;0.08170448617340241;0.5688383048086809;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 12:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4477932460976664;0.0626910544536733;0.43646407697139544;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 13:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3257086134028838;0.04559920587640374;0.31746818548379085;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 14:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.39383841359293914;0.055137377903011486;0.3838743017290378;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.527617313969756;0.07386642395576584;0.5142685959263211;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8180944184375688;0.11453321858125964;0.7973966296510984;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0154192446315884;0.1421586942484224;0.9897291377424091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 18:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0309565471696631;0.14433391660375286;1.0048733465262707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 19:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9429192431504518;0.13200869404106327;0.9190633862987454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 20:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7218314998962398;0.10105640998547359;0.703569162948865;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1432861389468567;0.020060059452559943;0.13966099963150125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04727185789842557;0.006618060105779581;0.046075879893595406;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;2.964912870317247;1.319386227291175;1.346366934411062;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;2.3394461531630633;1.0410535381575632;1.062342498151347;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;2.2597368454118127;1.0055828962082567;1.026146501501504;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 09:00:00;0.0;0.0;0.0;0.0;0.0;0.0;1.646302664078486;0.7326046855149262;0.7475860397580405;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 10:00:00;0.0;0.0;0.0;0.0;0.0;0.0;1.0314583837783056;0.458998980781346;0.4683852520737286;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 11:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.5667625171056347;0.2522093201120075;0.25736685901766876;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 12:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.2312430348423615;0.10290315050485087;0.10500746212191636;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 13:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 14:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0393765372177188;0.017522559061884865;0.017880885550566106;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.433191167182559;0.19277006939623875;0.19671210901760006;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0;1.1459669114499338;0.5099552755952206;0.520383574489415;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0;1.628322065405052;0.7246033191052482;0.7394210499004341;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 18:00:00;0.0;0.0;0.0;0.0;0.0;0.0;1.6654394384538629;0.741120550111969;0.7562760490018992;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 19:00:00;0.0;0.0;0.0;0.0;0.0;0.0;1.4482250182356449;0.6444601331148619;0.6576389807808063;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 20:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.9058287432052605;0.40309379072634094;0.4113368322895088;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0836234962318905;0.15170728947246467;1.0562078217772237;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3821024011270825;0.053494336157791554;0.3724352103785673;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.3777262367068444;0.16808817533454576;0.17152548408857804;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;5.1359059493271735;2.285478147450592;2.3322148915894694;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;4.264729037235914;1.8978044215699816;1.9366134558088284;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;4.185617381346948;1.862599734699392;1.9006888528696493;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 09:00:00;0.0;0.0;0.0;0.0;0.0;0.0;3.6076898782156395;1.6054219958059597;1.638251973697722;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 10:00:00;0.0;0.0;0.0;0.0;0.0;0.0;2.8244696164365974;1.256888979314286;1.282591652823859;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 11:00:00;0.0;0.0;0.0;0.0;0.0;0.0;1.989706906422176;0.8854195733578684;0.9035259062063101;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 12:00:00;0.0;0.0;0.0;0.0;0.0;0.0;1.7690049723179877;0.7872072126815045;0.8033051579295982;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 13:00:00;0.0;0.0;0.0;0.0;0.0;0.0;1.4668674910892006;0.6527560335346942;0.666104527703606;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 14:00:00;0.0;0.0;0.0;0.0;0.0;0.0;1.5088925961165465;0.6714572052718631;0.6851881278965237;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0;1.667064855317398;0.7418438606162421;0.7570141507996304;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0;2.404537001347591;1.070018965599678;1.091900252311941;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0;2.899087795591596;1.2900940690382603;1.3164757679781438;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 18:00:00;0.0;0.0;0.0;0.0;0.0;0.0;3.0718799453281997;1.3669865756710489;1.3949406831735356;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 19:00:00;0.0;0.0;0.0;0.0;0.0;0.0;2.821108264862337;1.25539317786374;1.2810652630739874;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 20:00:00;0.0;0.0;0.0;0.0;0.0;0.0;2.045204232993854;0.910115883682265;0.928727242202509;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.45936673283849355;0.20441819611312964;0.20859843338195994;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38088206015200504;0.053323488421280714;0.3712457440301593;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14826225090123737;0.020756715126173234;0.14451121595343608;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;4.315453224788764;1.9203766850310002;1.959647309376578;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;3.6706035225887073;1.6334185675519748;1.666821059607532;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;3.8214246554212354;1.70053397166245;1.735308936026783;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 09:00:00;0.0;0.0;0.0;0.0;0.0;0.0;2.9962165502207094;1.3333163648482158;1.3605819354552242;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 10:00:00;0.0;0.0;0.0;0.0;0.0;0.0;2.25101005042644;1.0016994724397656;1.0221836638986463;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 11:00:00;0.0;0.0;0.0;0.0;0.0;0.0;1.5512483684623972;0.6903055239657667;0.7044218841187746;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 12:00:00;0.0;0.0;0.0;0.0;0.0;0.0;1.2384909290825992;0.5511284634417566;0.5623987308964082;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 13:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.8730503529015813;0.3885074070412037;0.39645216525260807;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 14:00:00;0.0;0.0;0.0;0.0;0.0;0.0;1.0282755342975802;0.45758261276242324;0.4669399201245312;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0;1.2798993370595597;0.569555204991504;0.581202288958746;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0;1.903111801887308;0.8468847518398521;0.8642030692370266;0.0;0.0;0.0;0.0;0.0;0.0;1.3206756931970354;0.18489459704758496;1.2872625981591503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
