timeindex;BB-electricity-demand-profile;B-electricity-demand-profile
2017-01-11 04:00:00;0.00010836631787576306;0.00010836631787576306
2017-01-11 05:00:00;0.00011846345657573155;0.00011846345657573155
2017-01-11 06:00:00;0.0001335758040352659;0.0001335758040352659
2017-01-11 07:00:00;0.00014305021171409093;0.00014305021171409093
2017-01-11 08:00:00;0.00014704236236749257;0.00014704236236749257
2017-01-11 09:00:00;0.0001520130903398339;0.0001520130903398339
2017-01-11 10:00:00;0.00015384792281284578;0.00015384792281284578
2017-01-11 11:00:00;0.00015452625481801987;0.00015452625481801987
2017-01-11 12:00:00;0.00015213541250470134;0.00015213541250470134
2017-01-11 13:00:00;0.00015094555144644513;0.00015094555144644513
2017-01-11 14:00:00;0.00015040066180294464;0.00015040066180294464
2017-01-11 15:00:00;0.0001498780125530564;0.0001498780125530564
2017-01-11 16:00:00;0.00015078986869115928;0.00015078986869115928
2017-01-11 17:00:00;0.00014805430027685064;0.00014805430027685064
2017-01-11 18:00:00;0.0001469867613834619;0.0001469867613834619
2017-01-11 19:00:00;0.00013465446312546075;0.00013465446312546075
2017-01-11 20:00:00;0.00012519117564344182;0.00012519117564344182
2017-01-11 21:00:00;0.00012057629396889677;0.00012057629396889677
2017-01-11 22:00:00;0.0001118135788856642;0.0001118135788856642
2017-01-11 23:00:00;0.00010784366862587483;0.00010784366862587483
2017-01-12 00:00:00;0.00010296190222798258;0.00010296190222798258
2017-01-12 01:00:00;0.00010168307959527732;0.00010168307959527732
2017-01-12 02:00:00;0.00010279509927589059;0.00010279509927589059
2017-01-12 03:00:00;0.00010683173071651676;0.00010683173071651676
2017-01-12 04:00:00;0.00011060147743379574;0.00011060147743379574
2017-01-12 05:00:00;0.00012629207512724898;0.00012629207512724898
2017-01-12 06:00:00;0.00014033688369339455;0.00014033688369339455
2017-01-12 07:00:00;0.0001430724521077032;0.0001430724521077032
2017-01-12 08:00:00;0.00014403990922983673;0.00014403990922983673
2017-01-12 09:00:00;0.00014479608261265377;0.00014479608261265377
2017-01-12 10:00:00;0.0001485547091331266;0.0001485547091331266
2017-01-12 11:00:00;0.0001450407269423887;0.0001450407269423887
2017-01-12 12:00:00;0.00014325037525660133;0.00014325037525660133
2017-01-12 13:00:00;0.00013918038322555676;0.00013918038322555676
2017-01-12 14:00:00;0.00014169354770374274;0.00014169354770374274
2017-01-12 15:00:00;0.00014206051419834512;0.00014206051419834512
2017-01-12 16:00:00;0.0001467865978409515;0.0001467865978409515
2017-01-12 17:00:00;0.00014495176536793961;0.00014495176536793961
2017-01-12 18:00:00;0.00014177138908138566;0.00014177138908138566
2017-01-12 19:00:00;0.00013509927099770606;0.00013509927099770606
2017-01-12 20:00:00;0.00012322290080875634;0.00012322290080875634
2017-01-12 21:00:00;0.00011864137972462967;0.00011864137972462967
2017-01-12 22:00:00;0.00010907801047135557;0.00010907801047135557
2017-01-12 23:00:00;0.00010168307959527732;0.00010168307959527732
2017-01-13 00:00:00;9.908095354264227e-05;9.908095354264227e-05
2017-01-13 01:00:00;9.713491910156906e-05;9.713491910156906e-05
2017-01-13 02:00:00;9.723500087282425e-05;9.723500087282425e-05
2017-01-13 03:00:00;0.00010358463324912602;0.00010358463324912602
2017-01-13 04:00:00;0.00010818839472686495;0.00010818839472686495
2017-01-13 05:00:00;0.00012377891064906297;0.00012377891064906297
2017-01-13 06:00:00;0.00014084841274647665;0.00014084841274647665
2017-01-13 07:00:00;0.00014506296733600096;0.00014506296733600096
2017-01-13 08:00:00;0.0001484101465746469;0.0001484101465746469
2017-01-13 09:00:00;0.00014835454559061623;0.00014835454559061623
2017-01-13 10:00:00;0.00015105675341450648;0.00015105675341450648
2017-01-13 11:00:00;0.00014722028551639068;0.00014722028551639068
2017-01-13 12:00:00;0.00014365070234162208;0.00014365070234162208
2017-01-13 13:00:00;0.00014321701466618294;0.00014321701466618294
2017-01-13 14:00:00;0.00014202715360792673;0.00014202715360792673
2017-01-13 15:00:00;0.00014403990922983673;0.00014403990922983673
2017-01-13 16:00:00;0.00014527425107531747;0.00014527425107531747
2017-01-13 17:00:00;0.00014262764423545788;0.00014262764423545788
2017-01-13 18:00:00;0.0001396363112946082;0.0001396363112946082
2017-01-13 19:00:00;0.00013057335089761005;0.00013057335089761005
2017-01-13 20:00:00;0.0001186524999214358;0.0001186524999214358
2017-01-13 21:00:00;0.00011412657982133981;0.00011412657982133981
2017-01-13 22:00:00;0.00010807719275880362;0.00010807719275880362
2017-01-13 23:00:00;0.00010032641558492914;0.00010032641558492914
2017-01-14 00:00:00;9.80022944524474e-05;9.80022944524474e-05
2017-01-14 01:00:00;0.00010064890129230698;0.00010064890129230698
2017-01-14 02:00:00;0.0001021834884515533;0.0001021834884515533
2017-01-14 03:00:00;0.00010090466581884803;0.00010090466581884803
2017-01-14 04:00:00;9.746852500575303e-05;9.746852500575303e-05
2017-01-14 05:00:00;9.763532795784503e-05;9.763532795784503e-05
2017-01-14 06:00:00;0.00010380703718524867;0.00010380703718524867
2017-01-14 07:00:00;0.00011280327640141002;0.00011280327640141002
2017-01-14 08:00:00;0.00012196631856966336;0.00012196631856966336
2017-01-14 09:00:00;0.0001243015598989512;0.0001243015598989512
2017-01-14 10:00:00;0.00012496877170731918;0.00012496877170731918
2017-01-14 11:00:00;0.00012122126538365246;0.00012122126538365246
2017-01-14 12:00:00;0.00011440458474149313;0.00011440458474149313
2017-01-14 13:00:00;0.00011568340737419838;0.00011568340737419838
2017-01-14 14:00:00;0.0001142600221830134;0.0001142600221830134
2017-01-14 15:00:00;0.00011611709504963755;0.00011611709504963755
2017-01-14 16:00:00;0.00012429043970214507;0.00012429043970214507
2017-01-14 17:00:00;0.00012665904162185136;0.00012665904162185136
2017-01-14 18:00:00;0.00012219984270259214;0.00012219984270259214
2017-01-14 19:00:00;0.0001148382724169323;0.0001148382724169323
2017-01-14 20:00:00;0.00010498577804669874;0.00010498577804669874
2017-01-14 21:00:00;0.00010305086380243164;0.00010305086380243164
2017-01-14 22:00:00;9.802453484605966e-05;9.802453484605966e-05
2017-01-14 23:00:00;9.41547063575255e-05;9.41547063575255e-05
2017-01-15 00:00:00;9.032935865621585e-05;9.032935865621585e-05
2017-01-15 01:00:00;8.859460795445914e-05;8.859460795445914e-05
2017-01-15 02:00:00;8.760491043871334e-05;8.760491043871334e-05
2017-01-15 03:00:00;8.743810748662134e-05;8.743810748662134e-05
2017-01-15 04:00:00;8.610368386988543e-05;8.610368386988543e-05
2017-01-15 05:00:00;8.215601400370831e-05;8.215601400370831e-05
2017-01-15 06:00:00;8.978446901271535e-05;8.978446901271535e-05
2017-01-15 07:00:00;9.914767472347907e-05;9.914767472347907e-05
2017-01-15 08:00:00;0.00010660932678039411;0.00010660932678039411
2017-01-15 09:00:00;0.00011020115034877496;0.00011020115034877496
2017-01-15 10:00:00;0.00011948651468189576;0.00011948651468189576
2017-01-15 11:00:00;0.00011499395517221815;0.00011499395517221815
2017-01-15 12:00:00;0.0001101789099551627;0.0001101789099551627
2017-01-15 13:00:00;0.00010869992377994705;0.00010869992377994705
2017-01-15 14:00:00;0.00010742110114724179;0.00010742110114724179
2017-01-15 15:00:00;0.00011260311285889963;0.00011260311285889963
2017-01-15 16:00:00;0.0001222888042770412;0.0001222888042770412
2017-01-15 17:00:00;0.00012548030076040128;0.00012548030076040128
2017-01-15 18:00:00;0.00012132134715490766;0.00012132134715490766
2017-01-15 19:00:00;0.00011484939261373843;0.00011484939261373843
2017-01-15 20:00:00;0.00011051251585934668;0.00011051251585934668
2017-01-15 21:00:00;0.00010983418385417259;0.00010983418385417259
2017-01-15 22:00:00;0.00010441864800958596;0.00010441864800958596
2017-01-15 23:00:00;9.953688161169371e-05;9.953688161169371e-05
2017-01-16 00:00:00;9.74907653993653e-05;9.74907653993653e-05
2017-01-16 01:00:00;9.687915457502801e-05;9.687915457502801e-05
2017-01-16 02:00:00;9.871398704803989e-05;9.871398704803989e-05
2017-01-16 03:00:00;0.0001025949357333802;0.0001025949357333802
2017-01-16 04:00:00;0.0001094672173595702;0.0001094672173595702
2017-01-16 05:00:00;0.00012141030872935671;0.00012141030872935671
2017-01-16 06:00:00;0.00013857989259802558;0.00013857989259802558
2017-01-16 07:00:00;0.00014277220679393763;0.00014277220679393763
2017-01-16 08:00:00;0.00014319477427257067;0.00014319477427257067
2017-01-16 09:00:00;0.00014295012994283574;0.00014295012994283574
2017-01-16 10:00:00;0.0001427610865971315;0.0001427610865971315
2017-01-16 11:00:00;0.0001397697536562818;0.0001397697536562818
2017-01-16 12:00:00;0.00013688962268349343;0.00013688962268349343
2017-01-16 13:00:00;0.00013578872319968628;0.00013578872319968628
2017-01-16 14:00:00;0.00013529943454021644;0.00013529943454021644
2017-01-16 15:00:00;0.0001353216749338287;0.0001353216749338287
2017-01-16 16:00:00;0.00014196043242708993;0.00014196043242708993
2017-01-16 17:00:00;0.00014273884620351923;0.00014273884620351923
2017-01-16 18:00:00;0.00014232739892169232;0.00014232739892169232
2017-01-16 19:00:00;0.00013167425038141718;0.00013167425038141718
2017-01-16 20:00:00;0.00012454620422868614;0.00012454620422868614
2017-01-16 21:00:00;0.00012105446243156048;0.00012105446243156048
2017-01-16 22:00:00;0.00011463810887442191;0.00011463810887442191
2017-01-16 23:00:00;0.00010781030803545644;0.00010781030803545644
2017-01-17 00:00:00;0.00010521930217962752;0.00010521930217962752
2017-01-17 01:00:00;0.00010360687364273828;0.00010360687364273828
2017-01-17 02:00:00;0.00010400720072775906;0.00010400720072775906
2017-01-17 03:00:00;0.00010604219674328133;0.00010604219674328133
2017-01-17 04:00:00;0.00011223614636429724;0.00011223614636429724
2017-01-17 05:00:00;0.0001267035224090759;0.0001267035224090759
2017-01-17 06:00:00;0.00014068160979438467;0.00014068160979438467
2017-01-17 07:00:00;0.0001417825092781918;0.0001417825092781918
2017-01-17 08:00:00;0.00014138218219317104;0.00014138218219317104
2017-01-17 09:00:00;0.00013926934480000582;0.00013926934480000582
2017-01-17 10:00:00;0.00013964743149141434;0.00013964743149141434
2017-01-17 11:00:00;0.00013692298327391182;0.00013692298327391182
2017-01-17 12:00:00;0.00013460998233823623;0.00013460998233823623
2017-01-17 13:00:00;0.00013637809363041133;0.00013637809363041133
2017-01-17 14:00:00;0.00013683402169946277;0.00013683402169946277
2017-01-17 15:00:00;0.00013663385815695236;0.00013663385815695236
2017-01-17 16:00:00;0.00014363958214481595;0.00014363958214481595
2017-01-17 17:00:00;0.00014317253387895838;0.00014317253387895838
2017-01-17 18:00:00;0.00014220507675682484;0.00014220507675682484
2017-01-17 19:00:00;0.0001356552808380127;0.0001356552808380127
2017-01-17 20:00:00;0.00012700376772284145;0.00012700376772284145
2017-01-17 21:00:00;0.00012251120821316387;0.00012251120821316387
2017-01-17 22:00:00;0.0001154165226508512;0.0001154165226508512
2017-01-17 23:00:00;0.00011066819861463253;0.00011066819861463253
2017-01-18 00:00:00;0.00010761014449294605;0.00010761014449294605
2017-01-18 01:00:00;0.00010567523024867896;0.00010567523024867896
2017-01-18 02:00:00;0.0001073210193759866;0.0001073210193759866
2017-01-18 03:00:00;0.00011022339074238724;0.00011022339074238724
2017-01-18 04:00:00;0.00011362617096506383;0.00011362617096506383
2017-01-18 05:00:00;0.0001264032770953103;0.0001264032770953103
2017-01-18 06:00:00;0.00013827964728426001;0.00013827964728426001
2017-01-18 07:00:00;0.00014034800389020068;0.00014034800389020068
2017-01-18 08:00:00;0.00014161570632609981;0.00014161570632609981
